Country or Area,Country or Area Code,Age Group,Indicator,Date - Year,Value - Mean age at childbearing (MAC),Series,DataType,Data Source Type,Survey Programme,Data Source Inventory ID,Data Source Name,Data Source Name (short),Data Source Start Year,Data Source End Year,Reference,Reference Year
United Kingdom,826,[Total],MAC,1994.5,28.11982,"Estimates,Fertility data (Adjusted),HFC-ODE,2246-126-40724",Fertility data (adjusted),Estimate,Estimate,2246,All sources of estimates,Estimates,1994,1994,European Demographic Observatory (ODE). Data collection submitted to the HFC by Jean-Paul Sardon,2011
United Kingdom,826,[Total],MAC,1994.5,28.11807,"Register,Direct,Birth Statistics Series,550-16-39265",Direct,Register,VR,550,Vital Registration,Register,1994,1994,Birth Statistics Series,2004
United Kingdom,826,[Total],MAC,1994.501369863,28.13296,Eurostat.20190730,Official estimates,Register,VR,550,Vital Registration,Register,1994,1994,Eurostat Data,2019
United Kingdom,826,[Total],MAC,1995.5,28.18385,"Estimates,Fertility data (Adjusted),HFC-ODE,2246-126-40724",Fertility data (adjusted),Estimate,Estimate,2246,All sources of estimates,Estimates,1995,1995,European Demographic Observatory (ODE). Data collection submitted to the HFC by Jean-Paul Sardon,2011
United Kingdom,826,[Total],MAC,1995.5,28.2,"Register,Direct,Birth Statistics Series,550-16-39265",Direct,Register,VR,550,Vital Registration,Register,1995,1995,Birth Statistics Series,2004
United Kingdom,826,[Total],MAC,1995.501369863,28.20818,Eurostat.20190730,Official estimates,Register,VR,550,Vital Registration,Register,1995,1995,Eurostat Data,2019
United Kingdom,826,[Total],MAC,1996.5,28.19518,"Estimates,Fertility data (Adjusted),HFC-ODE,2246-126-40724",Fertility data (adjusted),Estimate,Estimate,2246,All sources of estimates,Estimates,1996,1996,European Demographic Observatory (ODE). Data collection submitted to the HFC by Jean-Paul Sardon,2011
United Kingdom,826,[Total],MAC,1996.5,28.22126,"Register,Direct,Birth Statistics Series,550-16-39265",Direct,Register,VR,550,Vital Registration,Register,1996,1996,Birth Statistics Series,2004
United Kingdom,826,[Total],MAC,1996.502739726,28.24045,Eurostat.20190730,Official estimates,Register,VR,550,Vital Registration,Register,1996,1996,Eurostat Data,2019
United Kingdom,826,[Total],MAC,1997.5,28.29308,"Register,Direct,Birth Statistics Series,550-16-39265",Direct,Register,VR,550,Vital Registration,Register,1997,1997,Birth Statistics Series,2004
United Kingdom,826,[Total],MAC,1997.5,28.27921,"Estimates,Fertility data (Adjusted),HFC-ODE,2246-126-40724",Fertility data (adjusted),Estimate,Estimate,2246,All sources of estimates,Estimates,1997,1997,European Demographic Observatory (ODE). Data collection submitted to the HFC by Jean-Paul Sardon,2011
United Kingdom,826,[Total],MAC,1997.501369863,28.31254,Eurostat.20190730,Official estimates,Register,VR,550,Vital Registration,Register,1997,1997,Eurostat Data,2019
United Kingdom,826,[Total],MAC,1998.5,28.3448,"Estimates,Fertility data (Adjusted),HFC-ODE,2246-126-40724",Fertility data (adjusted),Estimate,Estimate,2246,All sources of estimates,Estimates,1998,1998,European Demographic Observatory (ODE). Data collection submitted to the HFC by Jean-Paul Sardon,2011
United Kingdom,826,[Total],MAC,1998.5,28.33526,"Register,Direct,Birth Statistics Series,550-16-39265",Direct,Register,VR,550,Vital Registration,Register,1998,1998,Birth Statistics Series,2004
United Kingdom,826,[Total],MAC,1998.501369863,28.36445,Eurostat.20190730,Official estimates,Register,VR,550,Vital Registration,Register,1998,1998,Eurostat Data,2019
United Kingdom,826,[Total],MAC,1999.5,28.38365,"Estimates,Fertility data (Adjusted),HFC-ODE,2246-126-40724",Fertility data (adjusted),Estimate,Estimate,2246,All sources of estimates,Estimates,1999,1999,European Demographic Observatory (ODE). Data collection submitted to the HFC by Jean-Paul Sardon,2011
United Kingdom,826,[Total],MAC,1999.5,28.38416,"Register,Direct,Birth Statistics Series,550-16-39265",Direct,Register,VR,550,Vital Registration,Register,1999,1999,Birth Statistics Series,2004
United Kingdom,826,[Total],MAC,1999.501369863,28.40512,Eurostat.20190730,Official estimates,Register,VR,550,Vital Registration,Register,1999,1999,Eurostat Data,2019
United Kingdom,826,[Total],MAC,2000.5,28.51339,"Estimates,Fertility data (Adjusted),HFC-ODE,2246-126-40724",Fertility data (adjusted),Estimate,Estimate,2246,All sources of estimates,Estimates,2000,2000,European Demographic Observatory (ODE). Data collection submitted to the HFC by Jean-Paul Sardon,2011
United Kingdom,826,[Total],MAC,2000.5,28.51325,"Register,Direct,Birth Statistics Series,550-16-39265",Direct,Register,VR,550,Vital Registration,Register,2000,2000,Birth Statistics Series,2004
United Kingdom,826,[Total],MAC,2000.502739726,28.53785,Eurostat.20190730,Official estimates,Register,VR,550,Vital Registration,Register,2000,2000,Eurostat Data,2019
United Kingdom,826,[Total],MAC,2001.5,28.59794,"Estimates,Fertility data (Adjusted),HFC-ODE,2246-126-40724",Fertility data (adjusted),Estimate,Estimate,2246,All sources of estimates,Estimates,2001,2001,European Demographic Observatory (ODE). Data collection submitted to the HFC by Jean-Paul Sardon,2011
United Kingdom,826,[Total],MAC,2001.5,28.61619,"Register,Direct,Birth Statistics Series,550-16-39265",Direct,Register,VR,550,Vital Registration,Register,2001,2001,Birth Statistics Series,2004
United Kingdom,826,[Total],MAC,2001.501369863,28.63355,Eurostat.20190730,Official estimates,Register,VR,550,Vital Registration,Register,2001,2001,Eurostat Data,2019
United Kingdom,826,[Total],MAC,2002.5,28.71464,"Estimates,Fertility data (Adjusted),HFC-ODE,2246-126-40724",Fertility data (adjusted),Estimate,Estimate,2246,All sources of estimates,Estimates,2002,2002,European Demographic Observatory (ODE). Data collection submitted to the HFC by Jean-Paul Sardon,2011
United Kingdom,826,[Total],MAC,2002.5,28.72653,"Register,Direct,Birth Statistics Series,550-16-39265",Direct,Register,VR,550,Vital Registration,Register,2002,2002,Birth Statistics Series,2004
United Kingdom,826,[Total],MAC,2002.501369863,28.74881,Eurostat.20190730,Official estimates,Register,VR,550,Vital Registration,Register,2002,2002,Eurostat Data,2019
United Kingdom,826,[Total],MAC,2003.5,28.84863,"Estimates,Fertility data (Adjusted),HFC-ODE,2246-126-40724",Fertility data (adjusted),Estimate,Estimate,2246,All sources of estimates,Estimates,2003,2003,European Demographic Observatory (ODE). Data collection submitted to the HFC by Jean-Paul Sardon,2011
United Kingdom,826,[Total],MAC,2003.501369863,28.86846,Eurostat.20190730,Official estimates,Register,VR,550,Vital Registration,Register,2003,2003,Eurostat Data,2019
United Kingdom,826,[Total],MAC,2004.5,29.39122,"Estimates,Fertility data (Adjusted),HFC-ODE,2246-126-40724",Fertility data (adjusted),Estimate,Estimate,2246,All sources of estimates,Estimates,2004,2004,European Demographic Observatory (ODE). Data collection submitted to the HFC by Jean-Paul Sardon,2011
United Kingdom,826,[Total],MAC,2004.502739726,28.97645,Eurostat.20190730,Official estimates,Register,VR,550,Vital Registration,Register,2004,2004,Eurostat Data,2019
United Kingdom,826,[Total],MAC,2005.5,29.06096,"Estimates,Fertility data (Adjusted),HFC-ODE,2246-126-40724",Fertility data (adjusted),Estimate,Estimate,2246,All sources of estimates,Estimates,2005,2005,European Demographic Observatory (ODE). Data collection submitted to the HFC by Jean-Paul Sardon,2011
United Kingdom,826,[Total],MAC,2005.501369863,29.07333,Eurostat.20190730,Official estimates,Register,VR,550,Vital Registration,Register,2005,2005,Eurostat Data,2019
United Kingdom,826,[Total],MAC,2006.5,29.15252,"Estimates,Fertility data (Adjusted),HFC-ODE,2246-126-40724",Fertility data (adjusted),Estimate,Estimate,2246,All sources of estimates,Estimates,2006,2006,European Demographic Observatory (ODE). Data collection submitted to the HFC by Jean-Paul Sardon,2011
United Kingdom,826,[Total],MAC,2006.501369863,29.16326,Eurostat.20190730,Official estimates,Register,VR,550,Vital Registration,Register,2006,2006,Eurostat Data,2019
United Kingdom,826,[Total],MAC,2007.5,29.29215,"Estimates,Fertility data (Adjusted),HFC-ODE,2246-126-40724",Fertility data (adjusted),Estimate,Estimate,2246,All sources of estimates,Estimates,2007,2007,European Demographic Observatory (ODE). Data collection submitted to the HFC by Jean-Paul Sardon,2011
United Kingdom,826,[Total],MAC,2007.501369863,29.28144,Eurostat.20190730,Official estimates,Register,VR,550,Vital Registration,Register,2007,2007,Eurostat Data,2019
United Kingdom,826,[Total],MAC,2008.5,29.34036,"Estimates,Fertility data (Adjusted),HFC-ODE,2246-126-40724",Fertility data (adjusted),Estimate,Estimate,2246,All sources of estimates,Estimates,2008,2008,European Demographic Observatory (ODE). Data collection submitted to the HFC by Jean-Paul Sardon,2011
United Kingdom,826,[Total],MAC,2008.502739726,29.30656,Eurostat.20190730,Official estimates,Register,VR,550,Vital Registration,Register,2008,2008,Eurostat Data,2019
United Kingdom,826,[Total],MAC,2009.501369863,29.35703,Eurostat.20190730,Official estimates,Register,VR,550,Vital Registration,Register,2009,2009,Eurostat Data,2019
United Kingdom,826,[Total],MAC,2010.501369863,29.49133,Eurostat.20190730,Official estimates,Register,VR,550,Vital Registration,Register,2010,2010,Eurostat Data,2019
United Kingdom,826,[Total],MAC,2011.501369863,29.65592,Eurostat.20190730,Official estimates,Register,VR,550,Vital Registration,Register,2011,2011,Eurostat Data,2019
United Kingdom,826,[Total],MAC,2012.502739726,29.78204,Eurostat.20190730,Official estimates,Register,VR,550,Vital Registration,Register,2012,2012,Eurostat Data,2019
United Kingdom,826,[Total],MAC,2013.501369863,29.9563,Eurostat.20190730,Official estimates,Register,VR,550,Vital Registration,Register,2013,2013,Eurostat Data,2019
United Kingdom,826,[Total],MAC,2014.501369863,30.13784,Eurostat.20190730,Official estimates,Register,VR,550,Vital Registration,Register,2014,2014,Eurostat Data,2019
United Kingdom,826,[Total],MAC,2015.501369863,30.27444,Eurostat.20190730,Official estimates,Register,VR,550,Vital Registration,Register,2015,2015,Eurostat Data,2019
United Kingdom,826,[Total],MAC,2016.502739726,30.40383,Eurostat.20190730,Official estimates,Register,VR,550,Vital Registration,Register,2016,2016,Eurostat Data,2019
United Kingdom,826,[Total],MAC,2017.501369863,30.48098,Eurostat.20190730,Official estimates,Register,VR,550,Vital Registration,Register,2017,2017,Eurostat Data,2019
United Republic of Tanzania,834,[Total],MAC,1973,29.26284,"1973 NDS,Recent births, Demography of Tanzania, An Analysis of the 1973 Demographic Survey of Tanzania,704-62-39779",Recent births,Survey,Survey,704,United Republic of Tanzania 1973 National Demographic Survey,1973 NDS,1973,1973," Demography of Tanzania, An Analysis of the 1973 Demographic Survey of Tanzania",1975
United Republic of Tanzania,834,[Total],MAC,1974.496948242,29.96209,"1991-1992 DHS,Birth Histories (Extrapolated),DHS,1678-147-39167",Extrapolated from Truncated Birth Histories,Survey,DHS,1678,United Republic of Tanzania 1991-1992 Demographic and Health Survey,1991-1992 DHS,1991,1992,DHS Statcompiler,2012
United Republic of Tanzania,834,[Total],MAC,1978.151608,29.27046,"1978 Census,Recent births,Population Census, vol. VIII, Population of Tanzania 1978 ,1513-62-39782",Recent births,Census,Census,1513,United Republic of Tanzania 1978 Census,1978 Census,1978,1978,"Population Census, vol. VIII, Population of Tanzania 1978",1980
United Republic of Tanzania,834,[Total],MAC,1979.189941406,30.31916,"1996 DHS,Birth Histories (Extrapolated),DHS,1679-147-39167",Extrapolated from Truncated Birth Histories,Survey,DHS,1679,United Republic of Tanzania 1996 Demographic and Health Survey,1996 DHS,1996,1996,DHS Statcompiler,2012
United Republic of Tanzania,834,[Total],MAC,1979.496948242,30.01106,"1991-1992 DHS,Birth Histories (Extrapolated),DHS,1678-147-39167",Extrapolated from Truncated Birth Histories,Survey,DHS,1678,United Republic of Tanzania 1991-1992 Demographic and Health Survey,1991-1992 DHS,1991,1992,DHS Statcompiler,2012
United Republic of Tanzania,834,[Total],MAC,1982.270629883,29.41134,"1999 RCHS,Birth Histories (Extrapolated),DHS,831-147-39167",Extrapolated from Truncated Birth Histories,Survey,DHS,831,United Republic of Tanzania 1999 Reproductive and Child Health Survey,1999 RCHS,1999,1999,DHS Statcompiler,2012
United Republic of Tanzania,834,[Total],MAC,1984.189941406,30.29305,"1996 DHS,Birth Histories (Extrapolated),DHS,1679-147-39167",Extrapolated from Truncated Birth Histories,Survey,DHS,1679,United Republic of Tanzania 1996 Demographic and Health Survey,1996 DHS,1996,1996,DHS Statcompiler,2012
United Republic of Tanzania,834,[Total],MAC,1984.496948242,29.89761,"1991-1992 DHS,Birth Histories (Extrapolated),DHS,1678-147-39167",Extrapolated from Truncated Birth Histories,Survey,DHS,1678,United Republic of Tanzania 1991-1992 Demographic and Health Survey,1991-1992 DHS,1991,1992,DHS Statcompiler,2012
United Republic of Tanzania,834,[Total],MAC,1987.270629883,29.70936,"1999 RCHS,Birth Histories (Extrapolated),DHS,831-147-39167",Extrapolated from Truncated Birth Histories,Survey,DHS,831,United Republic of Tanzania 1999 Reproductive and Child Health Survey,1999 RCHS,1999,1999,DHS Statcompiler,2012
United Republic of Tanzania,834,[Total],MAC,1987.458984375,29.8212,"2004-2005 DHS,Birth Histories (Extrapolated),DHS,1838-147-39167",Extrapolated from Truncated Birth Histories,Survey,DHS,1838,United Republic of Tanzania 2004-2005 Demographic and Health Survey,2004-2005 DHS,2004,2005,DHS Statcompiler,2012
United Republic of Tanzania,834,[Total],MAC,1988.159822,30.54308,"1988 Census,Recent births,Census 1988 report,320-62-39781",Recent births,Census,Census,320,United Republic of Tanzania 1988 Census,1988 Census,1988,1988,Census 1988 report,1998
United Republic of Tanzania,834,[Total],MAC,1989.189941406,30.09155,"1996 DHS,Birth Histories (Extrapolated),DHS,1679-147-39167",Extrapolated from Truncated Birth Histories,Survey,DHS,1679,United Republic of Tanzania 1996 Demographic and Health Survey,1996 DHS,1996,1996,DHS Statcompiler,2012
United Republic of Tanzania,834,[Total],MAC,1989.495849609,29.52746,"1991-1992 DHS,Direct,DHS,1678-16-39167",Direct,Survey,DHS,1678,United Republic of Tanzania 1991-1992 Demographic and Health Survey,1991-1992 DHS,1991,1992,DHS Statcompiler,2012
United Republic of Tanzania,834,[Total],MAC,1990.462036133,29.05829,"2007-2008 AIS,Birth Histories (Extrapolated),DHS,4485-147-39167",Extrapolated from Truncated Birth Histories,Survey,AIS,4485,United Republic of Tanzania 2007-2008 HIV/AIDS and Malaria Indicator Survey,2007-2008 AIS,2007,2008,DHS Statcompiler,2012
United Republic of Tanzania,834,[Total],MAC,1990.496948242,29.44956,"1991-1992 DHS,Direct,DHS,1678-16-39167",Direct,Survey,DHS,1678,United Republic of Tanzania 1991-1992 Demographic and Health Survey,1991-1992 DHS,1991,1992,DHS Statcompiler,2012
United Republic of Tanzania,834,[Total],MAC,1992.270629883,29.85433,"1999 RCHS,Birth Histories (Extrapolated),DHS,831-147-39167",Extrapolated from Truncated Birth Histories,Survey,DHS,831,United Republic of Tanzania 1999 Reproductive and Child Health Survey,1999 RCHS,1999,1999,DHS Statcompiler,2012
United Republic of Tanzania,834,[Total],MAC,1992.458984375,29.72287,"2004-2005 DHS,Birth Histories (Extrapolated),DHS,1838-147-39167",Extrapolated from Truncated Birth Histories,Survey,DHS,1838,United Republic of Tanzania 2004-2005 Demographic and Health Survey,2004-2005 DHS,2004,2005,DHS Statcompiler,2012
United Republic of Tanzania,834,[Total],MAC,1992.680053711,29.78088,"2010 DHS,Birth Histories (Extrapolated),DHS,4697-147-39167",Extrapolated from Truncated Birth Histories,Survey,DHS,4697,United Republic of Tanzania 2010 Demographic and Health Survey,2010 DHS,2009,2010,DHS Statcompiler,2012
United Republic of Tanzania,834,[Total],MAC,1993.12,29.59793,1994 KAP Survey,Birth histories,Survey,DHS-NS,1677,"United Republic of Tanzania 1994 Knowledge, Attitudes and Practices Survey",1994 KAP Survey,1994,1994,"1994 KAP-Survey Final-Report, T3.1",
United Republic of Tanzania,834,[Total],MAC,1994.12,30.08075,1995 SACM,Birth histories,Survey,DHS-NS,3342,United Republic of Tanzania 1995 Sumve survey on adult and childhood mortality,1995 SUMVE In Depth Study,1995,1995,1995 SUMVE Final-Report.pdf / T4.1 / P24,
United Republic of Tanzania,834,[Total],MAC,1994.189941406,29.55882,"1996 DHS,Direct,DHS,1679-16-39167",Direct,Survey,DHS,1679,United Republic of Tanzania 1996 Demographic and Health Survey,1996 DHS,1996,1996,DHS Statcompiler,2012
United Republic of Tanzania,834,[Total],MAC,1995.189941406,29.43465,"1996 DHS,Direct,DHS,1679-16-39167",Direct,Survey,DHS,1679,United Republic of Tanzania 1996 Demographic and Health Survey,1996 DHS,1996,1996,DHS Statcompiler,2012
United Republic of Tanzania,834,[Total],MAC,1995.459960938,29.11381,"2007-2008 AIS,Birth Histories (Extrapolated),DHS,4485-147-39167",Extrapolated from Truncated Birth Histories,Survey,AIS,4485,United Republic of Tanzania 2007-2008 HIV/AIDS and Malaria Indicator Survey,2007-2008 AIS,2007,2008,DHS Statcompiler,2012
